sample,true_study,predicted_study,correct,true_in_top5
PRJNA528344_SRR8761036,PRJNA528344,PRJNA528344,True,True
PRJNA598280_SRR10848155,PRJNA598280,PRJNA657821,False,True
PRJEB38948_ERR4348722,PRJEB38948,PRJEB38948,True,True
PRJNA644655_SRR12169443,PRJNA644655,PRJNA644655,True,True
PRJEB42687_ERR5263151,PRJEB42687,PRJNA497734,False,True
PRJNA603983_SRR10990988,PRJNA603983,PRJNA603983,True,True
PRJNA607574_SRR11396507,PRJNA607574,PRJNA545312,False,True
PRJNA726917_SRR14425083,PRJNA726917,PRJNA726917,True,True
PRJNA607574_SRR11115295,PRJNA607574,PRJNA607574,True,True
PRJEB27068_ERR3018635,PRJEB27068,PRJEB27068,True,True
PRJNA517509_SRR8497891,PRJNA517509,PRJNA517509,True,True
PRJEB27068_ERR3017357,PRJEB27068,PRJEB28159,False,True
PRJNA450540_SRR7014160,PRJNA450540,PRJNA450540,True,True
PRJEB37877_ERR4038024,PRJEB37877,PRJEB37877,True,True
PRJNA548153_SRR9298332,PRJNA548153,PRJNA548153,True,True
PRJNA497734_SRR8120262,PRJNA497734,PRJNA497734,True,True
PRJNA392012_SRR5761046,PRJNA392012,PRJNA392012,True,True
PRJNA544527_SRR9218791,PRJNA544527,PRJNA544527,True,True
PRJNA607574_SRR11396610,PRJNA607574,PRJNA607574,True,True
PRJEB27068_ERR3018845,PRJEB27068,PRJEB5482,False,True
PRJNA642894_SRR12121087,PRJNA642894,PRJNA642894,True,True
PRJNA497734_SRR8119759,PRJNA497734,PRJNA657821,False,True
PRJNA548153_SRR9270980,PRJNA548153,PRJNA548153,True,True
PRJEB11419_ERR5332409,PRJEB11419,PRJEB11419,True,True
PRJEB27068_ERR3019818,PRJEB27068,PRJEB27068,True,True
PRJEB40751_ERR4672566,PRJEB40751,PRJEB40751,True,True
PRJNA605031_SRR11030320,PRJNA605031,PRJNA605031,True,True
PRJNA558158_SRR9891316,PRJNA558158,PRJEB16344,False,False
PRJNA686801_SRR13286195,PRJNA686801,PRJNA686801,True,True
PRJEB23775_ERR2213384,PRJEB23775,PRJEB23775,True,True
PRJNA606654_SRR11086299,PRJNA606654,PRJNA548153,False,True
PRJNA398187_SRR6153654,PRJNA398187,PRJNA398187,True,True
PRJNA450025_SRR7293367,PRJNA450025,PRJNA450025,True,True
PRJNA727279_SRR14435416,PRJNA727279,PRJNA727279,True,True
PRJNA644655_SRR12169767,PRJNA644655,PRJNA644655,True,True
PRJNA685746_SRR14484582,PRJNA685746,PRJDB10528,False,True
PRJNA528813_SRR8777291,PRJNA528813,PRJNA528813,True,True
PRJNA644655_SRR12169881,PRJNA644655,PRJNA644655,True,True
PRJNA481243_SRR7546677,PRJNA481243,PRJNA605031,False,True
PRJNA480547_SRR7507387,PRJNA480547,PRJNA480547,True,True
PRJNA353587_SRR5020828,PRJNA353587,PRJNA548153,False,False
PRJEB33905_ERR3471992,PRJEB33905,PRJEB33905,True,True
PRJEB11419_ERR5326275,PRJEB11419,PRJNA414072,False,False
PRJNA548153_SRR9270131,PRJNA548153,PRJNA396815,False,True
PRJNA417357_SRR6264921,PRJNA417357,PRJNA417357,True,True
PRJNA528813_SRR8777468,PRJNA528813,PRJNA528813,True,True
PRJEB33065_ERR3377333,PRJEB33065,PRJEB33065,True,True
PRJEB28159_ERR3401664,PRJEB28159,PRJEB27068,False,True
PRJNA385551_SRR5580436,PRJNA385551,PRJNA385551,True,True
PRJNA673102_SRR12950535,PRJNA673102,PRJNA673102,True,True
PRJNA729511_SRR14989707,PRJNA729511,PRJNA729511,True,True
PRJNA559052_SRR9915814,PRJNA559052,PRJNA559052,True,True
PRJNA547591_SRR9293228,PRJNA547591,PRJNA547591,True,True
PRJEB11419_ERR5332811,PRJEB11419,PRJEB11419,True,True
PRJNA729511_SRR14989708,PRJNA729511,PRJNA729511,True,True
PRJEB11419_ERR4914380,PRJEB11419,PRJEB11419,True,True
PRJEB38835_ERR4235387,PRJEB38835,PRJEB38835,True,True
PRJNA685746_SRR14427619,PRJNA685746,PRJNA685746,True,True
PRJNA729511_SRR14993117,PRJNA729511,PRJNA729511,True,True
PRJNA385551_SRR5803648,PRJNA385551,PRJNA385551,True,True
PRJNA601994_SRR10911955,PRJNA601994,PRJEB11419,False,False
PRJEB27068_ERR3017127,PRJEB27068,PRJEB28159,False,True
PRJNA368739_SRR5202929,PRJNA368739,PRJNA368739,True,True
PRJNA545312_SRR11414447,PRJNA545312,PRJNA606262,False,True
PRJNA481243_SRR7547171,PRJNA481243,PRJNA481243,True,True
PRJEB23775_ERR2213305,PRJEB23775,PRJEB23775,True,True
PRJNA232731_SRR1460968,PRJNA232731,PRJNA232731,True,True
PRJEB27068_ERR3017917,PRJEB27068,PRJEB27068,True,True
PRJNA686801_SRR13286631,PRJNA686801,PRJDB9936,False,True
PRJNA497734_SRR8120350,PRJNA497734,PRJNA497734,True,True
PRJNA709129_SRR13921625,PRJNA709129,PRJNA709129,True,True
PRJNA607574_SRR11116054,PRJNA607574,PRJNA607574,True,True
PRJNA481243_SRR7546721,PRJNA481243,PRJNA481243,True,True
PRJEB27068_ERR3018817,PRJEB27068,PRJEB27068,True,True
PRJEB21946_ERR2044627,PRJEB21946,PRJEB21946,True,True
PRJEB29433_ERR3387116,PRJEB29433,PRJEB29433,True,True
PRJEB38948_ERR4346965,PRJEB38948,PRJEB38948,True,True
PRJNA392012_SRR5761025,PRJNA392012,PRJNA392012,True,True
PRJEB27068_ERR3017274,PRJEB27068,PRJEB28159,False,True
PRJEB27068_ERR3017855,PRJEB27068,PRJEB5482,False,True
PRJNA648818_SRR12460162,PRJNA648818,PRJNA510423,False,False
PRJNA396815_SRR6866452,PRJNA396815,PRJNA396815,True,True
PRJNA715072_SRR13986546,PRJNA715072,PRJEB29433,False,True
PRJEB28159_ERR3401847,PRJEB28159,PRJEB28159,True,True
PRJEB13896_ERR1424816,PRJEB13896,PRJEB16344,False,True
PRJNA616703_SRR11456361,PRJNA616703,PRJNA481243,False,True
PRJEB6358_ERR579595,PRJEB6358,PRJEB27068,False,True
PRJEB11419_ERR5332666,PRJEB11419,PRJEB11419,True,True
PRJEB11419_ERR5329051,PRJEB11419,PRJEB11419,True,True
PRJNA510423_SRR8350036,PRJNA510423,PRJNA510423,True,True
PRJNA607574_SRR11116562,PRJNA607574,PRJNA607574,True,True
PRJNA605031_SRR11030239,PRJNA605031,PRJNA605031,True,True
PRJDB9469_DRR243157,PRJDB9469,PRJDB9469,True,True
PRJNA414072_SRR6168250,PRJNA414072,PRJNA414072,True,True
PRJNA545312_SRR11414555,PRJNA545312,PRJNA607574,False,False
PRJEB11419_ERR5342262,PRJEB11419,PRJEB11419,True,True
PRJNA328987_SRR5210479,PRJNA328987,PRJNA328987,True,True
PRJEB37553_ERR4077460,PRJEB37553,PRJEB37553,True,True
PRJNA430990_SRR6498134,PRJNA430990,PRJNA430990,True,True
PRJNA729511_SRR14990493,PRJNA729511,PRJNA729511,True,True
PRJNA544527_SRR9219276,PRJNA544527,PRJNA544527,True,True
PRJEB27068_ERR3018704,PRJEB27068,PRJEB6358,False,True
PRJNA545312_SRR11421490,PRJNA545312,PRJNA545312,True,True
PRJNA545312_SRR11418123,PRJNA545312,PRJNA545312,True,True
PRJNA548153_SRR9271118,PRJNA548153,PRJNA396815,False,True
PRJEB29433_ERR3389184,PRJEB29433,PRJEB29433,True,True
PRJNA545312_SRR11418250,PRJNA545312,PRJNA545312,True,True
PRJEB11419_ERR6176972,PRJEB11419,PRJNA657821,False,False
PRJNA516932_SRR8484515,PRJNA516932,PRJNA516932,True,True
PRJNA382861_SRR5447046,PRJNA382861,PRJNA428736,False,False
PRJNA678695_SRR13067603,PRJNA678695,PRJNA678695,True,True
PRJNA729511_SRR14992653,PRJNA729511,PRJNA729511,True,True
PRJEB20766_ERR1972138,PRJEB20766,PRJEB20766,True,True
PRJNA414072_SRR6169372,PRJNA414072,PRJNA414072,True,True
PRJNA606023_SRR11095673,PRJNA606023,PRJNA606023,True,True
PRJNA598280_SRR10848018,PRJNA598280,PRJNA598280,True,True
PRJNA450025_SRR7293508,PRJNA450025,PRJNA450025,True,True
PRJNA609319_SRR11207718,PRJNA609319,PRJNA609319,True,True
PRJNA548153_SRR9269697,PRJNA548153,PRJNA548153,True,True
PRJNA559143_SRR9917813,PRJNA559143,PRJNA559143,True,True
PRJNA390646_SRR5699430,PRJNA390646,PRJNA657821,False,True
PRJEB38948_ERR4346650,PRJEB38948,PRJEB38948,True,True
PRJEB27068_ERR3020382,PRJEB27068,PRJEB27068,True,True
PRJNA515272_SRR10886562,PRJNA515272,PRJNA657821,False,False
PRJNA390646_SRR5688086,PRJNA390646,PRJNA390646,True,True
PRJNA431746_SRR6724438,PRJNA431746,PRJNA431746,True,True
PRJEB27068_ERR3018604,PRJEB27068,PRJEB27068,True,True
PRJNA554232_SRR9683110,PRJNA554232,PRJNA554232,True,True
PRJEB17610_ERR1713702,PRJEB17610,PRJEB17610,True,True
PRJEB11419_ERR6149244,PRJEB11419,PRJEB11419,True,True
PRJEB27868_ERR2712483,PRJEB27868,PRJEB27868,True,True
PRJNA497734_SRR8119541,PRJNA497734,PRJNA497734,True,True
PRJNA541332_SRR9019963,PRJNA541332,PRJNA541332,True,True
PRJNA601994_SRR10911613,PRJNA601994,PRJNA601994,True,True
PRJNA729511_SRR14990574,PRJNA729511,PRJNA729511,True,True
PRJNA385551_SRR5602185,PRJNA385551,PRJNA385551,True,True
PRJNA548153_SRR9271015,PRJNA548153,PRJNA545312,False,True
PRJNA396815_SRR6867285,PRJNA396815,PRJNA396815,True,True
PRJNA685746_SRR14427357,PRJNA685746,PRJNA685746,True,True
PRJEB26012_ERR2518605,PRJEB26012,PRJEB26012,True,True
PRJDB10485_DRR243906,PRJDB10485,PRJDB10485,True,True
PRJNA497734_SRR8119384,PRJNA497734,PRJNA497734,True,True
PRJNA396815_SRR6867821,PRJNA396815,PRJNA396815,True,True
PRJNA715766_SRR15209747,PRJNA715766,PRJNA520899,False,True
PRJEB42155_ERR5009619,PRJEB42155,PRJNA545312,False,True
PRJNA515272_SRR10886578,PRJNA515272,PRJNA515272,True,True
PRJNA729511_SRR14990222,PRJNA729511,PRJNA729511,True,True
PRJEB30292_ERR3697439,PRJEB30292,PRJEB30292,True,True
PRJEB26012_ERR2518853,PRJEB26012,PRJEB26012,True,True
PRJNA449103_SRR6967583,PRJNA449103,PRJNA449103,True,True
PRJNA685746_SRR14484838,PRJNA685746,PRJNA685746,True,True
PRJNA345390_SRR4343539,PRJNA345390,PRJNA345390,True,True
PRJNA577051_SRR10261354,PRJNA577051,PRJNA577051,True,True
PRJNA396815_SRR6867097,PRJNA396815,PRJNA396815,True,True
PRJNA290926_SRR2143721,PRJNA290926,PRJNA290926,True,True
PRJEB11419_ERR5327883,PRJEB11419,PRJEB11419,True,True
PRJEB27868_ERR2712561,PRJEB27868,PRJEB27868,True,True
PRJNA606262_SRR11140278,PRJNA606262,PRJDB9469,False,False
PRJNA606262_SRR11140085,PRJNA606262,PRJNA606262,True,True
PRJNA515272_SRR9617006,PRJNA515272,PRJEB38948,False,True
PRJNA414072_SRR6168333,PRJNA414072,PRJNA414072,True,True
PRJNA727279_SRR14446508,PRJNA727279,PRJNA727279,True,True
PRJEB37877_ERR4033920,PRJEB37877,PRJEB37877,True,True
PRJNA497734_SRR8119612,PRJNA497734,PRJNA497734,True,True
PRJNA545312_SRR11423497,PRJNA545312,PRJNA548153,False,True
PRJNA685746_SRR14485054,PRJNA685746,PRJNA685746,True,True
PRJEB27068_ERR3020089,PRJEB27068,PRJEB27068,True,True
PRJNA685746_SRR14436380,PRJNA685746,PRJNA685746,True,True
PRJEB13896_ERR1424871,PRJEB13896,PRJNA548153,False,False
PRJEB38948_ERR4348230,PRJEB38948,PRJDB5316,False,True
PRJNA231909_SRR1909606,PRJNA231909,PRJNA497734,False,True
PRJNA673102_SRR12932614,PRJNA673102,PRJNA673102,True,True
PRJNA414540_SRR6182504,PRJNA414540,PRJNA414540,True,True
PRJNA385551_SRR5580619,PRJNA385551,PRJNA385551,True,True
PRJNA342173_SRR4242351,PRJNA342173,PRJNA342173,True,True
PRJEB5482_ERR500950,PRJEB5482,PRJEB5482,True,True
PRJNA485316_SRR7735197,PRJNA485316,PRJNA485316,True,True
PRJNA685746_SRR14484765,PRJNA685746,PRJNA685746,True,True
PRJNA545312_SRR11416521,PRJNA545312,PRJEB16344,False,True
PRJNA382889_SRR5447256,PRJNA382889,PRJNA382889,True,True
PRJNA290926_SRR2143568,PRJNA290926,PRJEB6705,False,True
PRJNA729511_SRR14991166,PRJNA729511,PRJNA729511,True,True
PRJNA544527_SRR9218868,PRJNA544527,PRJNA544527,True,True
PRJNA535518_SRR8986434,PRJNA535518,PRJNA535518,True,True
PRJEB37877_ERR4037626,PRJEB37877,PRJEB37877,True,True
PRJNA481243_SRR7546054,PRJNA481243,PRJNA674880,False,True
PRJNA548153_SRR9271419,PRJNA548153,PRJNA548153,True,True
PRJNA385551_SRR5602330,PRJNA385551,PRJNA385551,True,True
PRJNA727279_SRR14456058,PRJNA727279,PRJNA727279,True,True
PRJNA231909_SRR1910912,PRJNA231909,PRJNA497734,False,True
PRJEB39289_ERR4330220,PRJEB39289,PRJNA422134,False,True
PRJNA414072_SRR6168670,PRJNA414072,PRJNA414072,True,True
PRJEB28159_ERR3401903,PRJEB28159,PRJEB27068,False,True
PRJNA535518_SRR8986470,PRJNA535518,PRJNA559143,False,False
PRJNA414072_SRR6167408,PRJNA414072,PRJNA414072,True,True
PRJNA559803_SRR9949959,PRJNA559803,PRJNA559803,True,True
PRJNA729511_SRR14992590,PRJNA729511,PRJNA729511,True,True
PRJNA685746_SRR14427169,PRJNA685746,PRJNA685746,True,True
PRJNA339264_SRR5078784,PRJNA339264,PRJNA339264,True,True
PRJEB28159_ERR3401831,PRJEB28159,PRJEB28159,True,True
PRJNA434249_SRR6753884,PRJNA434249,PRJNA560950,False,True
PRJNA644655_SRR12169569,PRJNA644655,PRJNA644655,True,True
PRJEB11419_ERR5332943,PRJEB11419,PRJEB11419,True,True
PRJNA607574_SRR11397271,PRJNA607574,PRJNA607574,True,True
PRJNA562529_SRR10041951,PRJNA562529,PRJNA562529,True,True
PRJNA510835_SRR8356264,PRJNA510835,PRJNA510835,True,True
PRJEB36385_ERR3838907,PRJEB36385,PRJEB36385,True,True
PRJNA685746_SRR14436553,PRJNA685746,PRJNA685746,True,True
PRJNA685746_SRR14485138,PRJNA685746,PRJNA685746,True,True
PRJNA644655_SRR12169421,PRJNA644655,PRJNA644655,True,True
PRJNA385551_SRR5609958,PRJNA385551,PRJNA385551,True,True
PRJNA485316_SRR7735341,PRJNA485316,PRJNA485316,True,True
PRJDB9239_DRR239788,PRJDB9239,PRJDB9239,True,True
PRJNA657821_SRR12467043,PRJNA657821,PRJNA497734,False,True
PRJNA510423_SRR14431512,PRJNA510423,PRJNA510423,True,True
PRJEB27068_ERR3019394,PRJEB27068,PRJEB27068,True,True
PRJNA345390_SRR4343717,PRJNA345390,PRJNA345390,True,True
PRJNA428736_SRR6445035,PRJNA428736,PRJNA428736,True,True
PRJEB28159_ERR3401621,PRJEB28159,PRJEB28159,True,True
PRJNA625181_SRR11545151,PRJNA625181,PRJNA421286,False,True
PRJNA396815_SRR6866062,PRJNA396815,PRJNA396815,True,True
PRJEB29433_ERR3386623,PRJEB29433,PRJEB29433,True,True
PRJNA558158_SRR9891331,PRJNA558158,PRJEB16344,False,False
PRJDB10485_DRR243899,PRJDB10485,PRJDB10485,True,True
PRJNA510423_SRR8348907,PRJNA510423,PRJNA510423,True,True
PRJNA673102_SRR12932041,PRJNA673102,PRJNA673102,True,True
PRJNA544370_SRR9115965,PRJNA544370,PRJNA544370,True,True
PRJNA421286_SRR6369026,PRJNA421286,PRJNA421286,True,True
PRJNA606654_SRR11086646,PRJNA606654,PRJNA548153,False,True
PRJNA232731_SRR1460904,PRJNA232731,PRJNA232731,True,True
PRJEB11419_ERR5333093,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4348639,PRJEB38948,PRJEB38948,True,True
PRJNA605031_SRR11030618,PRJNA605031,PRJNA605031,True,True
PRJNA623853_SRR11510626,PRJNA623853,PRJNA623853,True,True
PRJNA603983_SRR10991187,PRJNA603983,PRJNA603983,True,True
PRJNA545312_SRR11420953,PRJNA545312,PRJNA545312,True,True
PRJNA544721_SRR9160336,PRJNA544721,PRJEB42155,False,False
PRJNA385551_SRR5602011,PRJNA385551,PRJNA385551,True,True
PRJNA685746_SRR14445597,PRJNA685746,PRJNA685746,True,True
PRJNA598280_SRR10848162,PRJNA598280,PRJNA598280,True,True
PRJNA419373_SRR6317999,PRJNA419373,PRJNA419373,True,True
PRJNA685746_SRR14435942,PRJNA685746,PRJNA685746,True,True
PRJNA231909_SRR1910646,PRJNA231909,PRJNA497734,False,True
PRJNA528344_SRR8761286,PRJNA528344,PRJNA528344,True,True
PRJNA497734_SRR8118619,PRJNA497734,PRJNA497734,True,True
PRJNA510423_SRR8348769,PRJNA510423,PRJDB9469,False,True
PRJNA449103_SRR6967522,PRJNA449103,PRJNA449103,True,True
PRJNA396815_SRR6866720,PRJNA396815,PRJNA396815,True,True
PRJNA385551_SRR5601994,PRJNA385551,PRJNA385551,True,True
PRJNA548153_SRR9259246,PRJNA548153,PRJNA548153,True,True
PRJNA510713_SRR8351746,PRJNA510713,PRJNA673102,False,True
PRJNA674880_SRR13060072,PRJNA674880,PRJNA674880,True,True
PRJNA693579_SRR13493098,PRJNA693579,PRJNA396815,False,False
PRJNA606654_SRR11086548,PRJNA606654,PRJNA396815,False,True
PRJEB27068_ERR3019697,PRJEB27068,PRJEB27068,True,True
PRJNA450025_SRR7293351,PRJNA450025,PRJNA450025,True,True
PRJNA545312_SRR11421050,PRJNA545312,PRJNA545312,True,True
PRJEB43667_ERR5470821,PRJEB43667,PRJEB43667,True,True
PRJNA673102_SRR12932164,PRJNA673102,PRJNA673102,True,True
PRJNA545312_SRR11416326,PRJNA545312,PRJNA545312,True,True
PRJNA516932_SRR8484699,PRJNA516932,PRJNA516932,True,True
PRJNA388263_SRR5648856,PRJNA388263,PRJNA606654,False,True
PRJNA487119_SRR7734329,PRJNA487119,PRJNA487119,True,True
PRJNA729511_SRR14992740,PRJNA729511,PRJNA729511,True,True
PRJNA318004_SRR3361623,PRJNA318004,PRJNA318004,True,True
PRJNA497734_SRR8120072,PRJNA497734,PRJNA631001,False,False
PRJNA623853_SRR11510664,PRJNA623853,PRJNA623853,True,True
PRJDB10527_DRR247720,PRJDB10527,PRJDB10527,True,True
PRJEB38948_ERR4579953,PRJEB38948,PRJEB38948,True,True
PRJDB9936_DRR233163,PRJDB9936,PRJDB9936,True,True
PRJNA644496_SRR12177744,PRJNA644496,PRJNA644496,True,True
PRJNA605031_SRR11031018,PRJNA605031,PRJNA605031,True,True
PRJNA428736_SRR6444491,PRJNA428736,PRJNA421286,False,True
PRJNA693579_SRR13493102,PRJNA693579,PRJNA396815,False,False
PRJNA396815_SRR6866766,PRJNA396815,PRJNA396815,True,True
PRJEB38948_ERR4580434,PRJEB38948,PRJEB38948,True,True
PRJNA509882_SRR8306656,PRJNA509882,PRJNA428736,False,False
PRJEB26012_ERR2518992,PRJEB26012,PRJEB26012,True,True
PRJEB29433_ERR3388324,PRJEB29433,PRJEB29433,True,True
PRJNA414072_SRR6167355,PRJNA414072,PRJNA414072,True,True
PRJNA497734_SRR8119401,PRJNA497734,PRJNA497734,True,True
PRJNA541332_SRR9020119,PRJNA541332,PRJNA547591,False,True
PRJEB5482_ERR501058,PRJEB5482,PRJEB29433,False,True
PRJNA607574_SRR11115725,PRJNA607574,PRJNA607574,True,True
PRJNA607574_SRR11396739,PRJNA607574,PRJNA607574,True,True
PRJNA396815_SRR6866489,PRJNA396815,PRJNA396815,True,True
PRJEB11419_ERR6149079,PRJEB11419,PRJEB11419,True,True
PRJNA231909_SRR1910650,PRJNA231909,PRJNA231909,True,True
PRJNA673102_SRR12950499,PRJNA673102,PRJNA673102,True,True
PRJNA398187_SRR6153527,PRJNA398187,PRJNA398187,True,True
PRJNA437504_SRR6820155,PRJNA437504,PRJNA437504,True,True
PRJEB23775_ERR2213283,PRJEB23775,PRJEB23775,True,True
PRJNA685746_SRR14435786,PRJNA685746,PRJNA685746,True,True
PRJNA417357_SRR6265129,PRJNA417357,PRJNA497734,False,True
PRJNA644655_SRR12169551,PRJNA644655,PRJNA644655,True,True
PRJNA545312_SRR11417373,PRJNA545312,PRJNA545312,True,True
PRJEB13896_ERR1422095,PRJEB13896,PRJEB20766,False,True
PRJDB9469_DRR242451,PRJDB9469,PRJDB9469,True,True
PRJNA693579_SRR13493289,PRJNA693579,PRJNA396815,False,False
PRJDB9469_DRR242582,PRJDB9469,PRJDB9469,True,True
PRJNA545312_SRR11417061,PRJNA545312,PRJNA548153,False,True
PRJNA339264_SRR5078892,PRJNA339264,PRJNA339264,True,True
PRJNA607574_SRR11116401,PRJNA607574,PRJNA607574,True,True
PRJEB20766_ERR1972329,PRJEB20766,PRJNA417357,False,True
PRJNA497734_SRR8120474,PRJNA497734,PRJNA497734,True,True
PRJNA419373_SRR6317992,PRJNA419373,PRJNA414072,False,False
PRJNA517509_SRR8497810,PRJNA517509,PRJNA517509,True,True
PRJEB29433_ERR3387690,PRJEB29433,PRJEB29433,True,True
PRJNA516932_SRR8484317,PRJNA516932,PRJNA516932,True,True
PRJNA497734_SRR8119573,PRJNA497734,PRJNA497734,True,True
PRJNA750230_SRR15281528,PRJNA750230,PRJNA750230,True,True
PRJNA545312_SRR11414905,PRJNA545312,PRJNA545312,True,True
PRJNA606023_SRR11095669,PRJNA606023,PRJNA606023,True,True
PRJEB33905_ERR3471462,PRJEB33905,PRJEB33905,True,True
PRJNA685746_SRR14484903,PRJNA685746,PRJNA685746,True,True
PRJNA510423_SRR8348924,PRJNA510423,PRJNA510423,True,True
PRJNA394877_SRR5979484,PRJNA394877,PRJNA607574,False,True
PRJNA417357_SRR6264365,PRJNA417357,PRJNA657821,False,True
PRJNA545312_SRR11418573,PRJNA545312,PRJNA545312,True,True
PRJEB13896_ERR1421962,PRJEB13896,PRJEB38948,False,False
PRJEB8463_ERR756733,PRJEB8463,PRJEB8463,True,True
PRJEB6358_ERR520898,PRJEB6358,PRJEB6358,True,True
PRJEB11419_ERR5326404,PRJEB11419,PRJEB11419,True,True
PRJEB43667_ERR5470926,PRJEB43667,PRJEB43667,True,True
PRJNA428736_SRR6444388,PRJNA428736,PRJNA428736,True,True
PRJNA497734_SRR8120819,PRJNA497734,PRJNA657821,False,True
PRJNA394877_SRR5979696,PRJNA394877,PRJNA394877,True,True
PRJEB11419_ERR6148991,PRJEB11419,PRJEB11419,True,True
PRJNA545312_SRR11418440,PRJNA545312,PRJNA545312,True,True
PRJEB27068_ERR3020108,PRJEB27068,PRJEB27068,True,True
PRJNA390646_SRR5699332,PRJNA390646,PRJNA390646,True,True
PRJNA541332_SRR9019971,PRJNA541332,PRJNA727279,False,True
PRJNA726866_SRR14413631,PRJNA726866,PRJNA726866,True,True
PRJNA382861_SRR5446961,PRJNA382861,PRJNA382861,True,True
PRJNA472812_SRR7211529,PRJNA472812,PRJNA472812,True,True
PRJEB33905_ERR3471684,PRJEB33905,PRJEB33905,True,True
PRJEB35769_ERR3765066,PRJEB35769,PRJEB35769,True,True
PRJNA437504_SRR6820335,PRJNA437504,PRJNA437504,True,True
PRJNA673102_SRR12932609,PRJNA673102,PRJNA673102,True,True
PRJNA721421_SRR14215237,PRJNA721421,PRJNA721421,True,True
PRJEB29433_ERR3389261,PRJEB29433,PRJEB29433,True,True
PRJEB29433_ERR3387303,PRJEB29433,PRJNA339264,False,True
PRJNA345390_SRR4343753,PRJNA345390,PRJNA345390,True,True
PRJEB13896_ERR1422047,PRJEB13896,PRJEB13896,True,True
PRJEB11419_ERR5325723,PRJEB11419,PRJEB11419,True,True
PRJNA544527_SRR9218986,PRJNA544527,PRJNA544527,True,True
PRJNA290926_SRR2143527,PRJNA290926,PRJNA576314,False,True
PRJNA544527_SRR9218509,PRJNA544527,PRJNA544527,True,True
PRJNA548153_SRR9270665,PRJNA548153,PRJNA548153,True,True
PRJNA554232_SRR9683244,PRJNA554232,PRJNA481243,False,True
PRJEB11419_ERR5326457,PRJEB11419,PRJEB11419,True,True
PRJNA547591_SRR9293189,PRJNA547591,PRJNA547591,True,True
PRJNA564612_SRR10092596,PRJNA564612,PRJNA723466,False,True
PRJNA532731_SRR8902111,PRJNA532731,PRJNA532731,True,True
PRJNA308315_SRR3139971,PRJNA308315,PRJNA308315,True,True
PRJNA414072_SRR6221282,PRJNA414072,PRJNA414072,True,True
PRJNA485316_SRR7735966,PRJNA485316,PRJNA497734,False,True
PRJNA545312_SRR11417185,PRJNA545312,PRJNA396815,False,True
PRJNA616703_SRR11456301,PRJNA616703,PRJNA437504,False,False
PRJNA559052_SRR9915913,PRJNA559052,PRJNA559052,True,True
PRJNA487119_SRR7734249,PRJNA487119,PRJDB9469,False,False
PRJNA589036_SRR10430026,PRJNA589036,PRJNA589036,True,True
PRJNA685746_SRR14446304,PRJNA685746,PRJNA685746,True,True
PRJNA279828_SRR2914180,PRJNA279828,PRJEB5482,False,True
PRJEB28159_ERR3402223,PRJEB28159,PRJEB27068,False,True
PRJNA544721_SRR9160348,PRJNA544721,PRJNA414072,False,True
PRJNA232731_SRR1460937,PRJNA232731,PRJNA232731,True,True
PRJNA417357_SRR6265166,PRJNA417357,PRJNA417357,True,True
PRJNA480547_SRR7507730,PRJNA480547,PRJNA480547,True,True
PRJNA396815_SRR6867244,PRJNA396815,PRJNA396815,True,True
PRJNA545312_SRR11419911,PRJNA545312,PRJNA545312,True,True
PRJEB38948_ERR4348746,PRJEB38948,PRJEB38948,True,True
PRJEB32077_ERR3266272,PRJEB32077,PRJEB32077,True,True
PRJNA715072_SRR13986211,PRJNA715072,PRJEB5482,False,True
PRJEB38948_ERR4348155,PRJEB38948,PRJEB38948,True,True
PRJNA607574_SRR11397353,PRJNA607574,PRJNA607574,True,True
PRJNA417357_SRR6264093,PRJNA417357,PRJNA417357,True,True
PRJNA548153_SRR9271203,PRJNA548153,PRJNA548153,True,True
PRJNA396815_SRR6867193,PRJNA396815,PRJNA396815,True,True
PRJNA609319_SRR11207382,PRJNA609319,PRJNA609319,True,True
PRJEB11419_ERR5326135,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4348696,PRJEB38948,PRJEB38948,True,True
PRJNA606654_SRR11086198,PRJNA606654,PRJNA396815,False,True
PRJNA481243_SRR7546252,PRJNA481243,PRJNA554232,False,True
PRJEB27068_ERR3019042,PRJEB27068,PRJEB27068,True,True
PRJEB27868_ERR2712944,PRJEB27868,PRJEB27868,True,True
PRJNA517509_SRR8497886,PRJNA517509,PRJNA517509,True,True
PRJNA607574_SRR11115451,PRJNA607574,PRJNA607574,True,True
PRJNA497734_SRR8119587,PRJNA497734,PRJNA497734,True,True
PRJDB10528_DRR248115,PRJDB10528,PRJEB33065,False,False
PRJNA422134_SRR6370547,PRJNA422134,PRJNA422134,True,True
PRJNA607574_SRR11397154,PRJNA607574,PRJNA607574,True,True
PRJNA526906_SRR8727163,PRJNA526906,PRJNA605031,False,True
PRJNA604280_SRR11005661,PRJNA604280,PRJNA430990,False,True
PRJNA545312_SRR11415707,PRJNA545312,PRJNA545312,True,True
