sample,true_study,predicted_study,correct,true_in_top5
PRJNA545312_SRR11421776,PRJNA545312,PRJNA545312,True,True
PRJNA548153_SRR9268986,PRJNA548153,PRJNA548153,True,True
PRJNA548153_SRR9271296,PRJNA548153,PRJNA548153,True,True
PRJEB38948_ERR4347943,PRJEB38948,PRJEB38948,True,True
PRJNA686801_SRR13286111,PRJNA686801,PRJDB11894,False,False
PRJEB29433_ERR3388720,PRJEB29433,PRJEB29433,True,True
PRJNA388263_SRR5649087,PRJNA388263,PRJNA388263,True,True
PRJEB27068_ERR3016800,PRJEB27068,PRJEB29433,False,True
PRJNA548153_SRR9269549,PRJNA548153,PRJNA548153,True,True
PRJNA290926_SRR2143638,PRJNA290926,PRJNA290926,True,True
PRJNA431746_SRR6724417,PRJNA431746,PRJNA431746,True,True
PRJNA396815_SRR6866244,PRJNA396815,PRJNA396815,True,True
PRJEB27068_ERR3019116,PRJEB27068,PRJEB27068,True,True
PRJNA721421_SRR14214962,PRJNA721421,PRJNA721421,True,True
PRJNA685746_SRR14427766,PRJNA685746,PRJNA685746,True,True
PRJNA545312_SRR11420292,PRJNA545312,PRJNA545312,True,True
PRJNA548153_SRR9260772,PRJNA548153,PRJNA548153,True,True
PRJNA382861_SRR5446928,PRJNA382861,PRJNA382861,True,True
PRJEB27068_ERR3019909,PRJEB27068,PRJEB27068,True,True
PRJNA616703_SRR11456339,PRJNA616703,PRJDB9469,False,False
PRJNA609319_SRR11207758,PRJNA609319,PRJNA609319,True,True
PRJEB11419_ERR5321142,PRJEB11419,PRJEB11419,True,True
PRJNA434249_SRR6753950,PRJNA434249,PRJNA434249,True,True
PRJNA385551_SRR5580420,PRJNA385551,PRJNA385551,True,True
PRJNA394877_SRR5979385,PRJNA394877,PRJNA607574,False,True
PRJNA548153_SRR9298403,PRJNA548153,PRJNA545312,False,True
PRJNA574565_SRR10193799,PRJNA574565,PRJNA574565,True,True
PRJNA297793_SRR2746869,PRJNA297793,PRJNA297793,True,True
PRJEB33268_ERR3412805,PRJEB33268,PRJEB33268,True,True
PRJNA631001_SRR11733724,PRJNA631001,PRJNA631001,True,True
PRJNA547591_SRR9292943,PRJNA547591,PRJNA547591,True,True
PRJNA516932_SRR8484394,PRJNA516932,PRJNA516932,True,True
PRJNA545312_SRR11417396,PRJNA545312,PRJNA548153,False,True
PRJNA607574_SRR11115733,PRJNA607574,PRJNA607574,True,True
PRJNA528813_SRR8777285,PRJNA528813,PRJNA528813,True,True
PRJNA607574_SRR11397341,PRJNA607574,PRJNA607574,True,True
PRJNA657821_SRR12466671,PRJNA657821,PRJNA657821,True,True
PRJNA709129_SRR13921713,PRJNA709129,PRJNA709129,True,True
PRJNA729511_SRR14993529,PRJNA729511,PRJNA485316,False,True
PRJNA729511_SRR14990062,PRJNA729511,PRJNA729511,True,True
PRJNA645223_SRR12203972,PRJNA645223,PRJNA645223,True,True
PRJEB27868_ERR2712938,PRJEB27868,PRJEB27868,True,True
PRJNA657821_SRR12468777,PRJNA657821,PRJNA481243,False,True
PRJEB17608_ERR1713533,PRJEB17608,PRJEB17608,True,True
PRJNA382861_SRR5446883,PRJNA382861,PRJNA382861,True,True
PRJNA485316_SRR7735701,PRJNA485316,PRJNA485316,True,True
PRJNA394877_SRR5979659,PRJNA394877,PRJNA394877,True,True
PRJNA607574_SRR11395501,PRJNA607574,PRJNA607574,True,True
PRJNA548153_SRR9270828,PRJNA548153,PRJNA548153,True,True
PRJEB27068_ERR3016945,PRJEB27068,PRJEB27068,True,True
PRJNA545312_SRR11419028,PRJNA545312,PRJNA607574,False,True
PRJNA727279_SRR14421228,PRJNA727279,PRJNA727279,True,True
PRJEB11419_ERR5332453,PRJEB11419,PRJEB11419,True,True
PRJNA311147_SRR4052394,PRJNA311147,PRJNA417357,False,False
PRJNA396815_SRR6866089,PRJNA396815,PRJNA396815,True,True
PRJNA559143_SRR9917598,PRJNA559143,PRJNA559143,True,True
PRJEB33905_ERR3471670,PRJEB33905,PRJEB33905,True,True
PRJDB9469_DRR243216,PRJDB9469,PRJNA605031,False,True
PRJEB11419_ERR5327810,PRJEB11419,PRJEB11419,True,True
PRJNA485316_SRR7735360,PRJNA485316,PRJNA485316,True,True
PRJNA644655_SRR12169486,PRJNA644655,PRJNA644655,True,True
PRJNA726917_SRR14425003,PRJNA726917,PRJNA726917,True,True
PRJNA693579_SRR13493068,PRJNA693579,PRJNA396815,False,False
PRJNA577051_SRR10261103,PRJNA577051,PRJNA577051,True,True
PRJNA528344_SRR8761292,PRJNA528344,PRJNA528344,True,True
PRJEB33065_ERR3377272,PRJEB33065,PRJEB33065,True,True
PRJNA485316_SRR7735470,PRJNA485316,PRJNA485316,True,True
PRJNA544527_SRR9219150,PRJNA544527,PRJNA544527,True,True
PRJNA706153_SRR13847250,PRJNA706153,PRJDB9469,False,False
PRJNA396815_SRR6867864,PRJNA396815,PRJNA396815,True,True
PRJNA307992_SRR3102521,PRJNA307992,PRJNA729511,False,True
PRJNA353587_SRR5020894,PRJNA353587,PRJNA545312,False,False
PRJDB9469_DRR243301,PRJDB9469,PRJDB9469,True,True
PRJNA481413_SRR7534227,PRJNA481413,PRJNA481413,True,True
PRJEB6358_ERR520826,PRJEB6358,PRJEB6358,True,True
PRJNA729511_SRR14991060,PRJNA729511,PRJNA729511,True,True
PRJEB39289_ERR4330228,PRJEB39289,PRJEB39289,True,True
PRJEB11419_ERR5332334,PRJEB11419,PRJEB11419,True,True
PRJNA716437_SRR14067505,PRJNA716437,PRJNA716437,True,True
PRJNA729511_SRR14989614,PRJNA729511,PRJNA729511,True,True
PRJNA693579_SRR13493379,PRJNA693579,PRJEB11419,False,True
PRJEB27068_ERR3019417,PRJEB27068,PRJEB27068,True,True
PRJNA428736_SRR6444697,PRJNA428736,PRJNA428736,True,True
PRJNA445640_SRR6942371,PRJNA445640,PRJEB16344,False,True
PRJNA445640_SRR6942271,PRJNA445640,PRJEB16344,False,True
PRJNA644655_SRR12169788,PRJNA644655,PRJNA644655,True,True
PRJNA605031_SRR11030403,PRJNA605031,PRJNA605031,True,True
PRJEB35769_ERR3765189,PRJEB35769,PRJNA414072,False,False
PRJNA657821_SRR12468314,PRJNA657821,PRJNA631001,False,True
PRJNA606262_SRR11139641,PRJNA606262,PRJNA548153,False,True
PRJNA449103_SRR6967660,PRJNA449103,PRJNA449103,True,True
PRJEB27068_ERR3020372,PRJEB27068,PRJEB27068,True,True
PRJNA645223_SRR12203883,PRJNA645223,PRJEB38948,False,True
PRJNA556249_SRR10061319,PRJNA556249,PRJNA556249,True,True
PRJNA481243_SRR7546405,PRJNA481243,PRJNA481243,True,True
PRJEB29433_ERR3388250,PRJEB29433,PRJEB29433,True,True
PRJEB38948_ERR4347958,PRJEB38948,PRJEB38948,True,True
PRJEB33905_ERR3471250,PRJEB33905,PRJEB33905,True,True
PRJNA600229_SRR10858917,PRJNA600229,PRJNA600229,True,True
PRJEB11419_ERR5332667,PRJEB11419,PRJEB11419,True,True
PRJNA437504_SRR6820215,PRJNA437504,PRJNA437504,True,True
PRJEB36585_ERR3870297,PRJEB36585,PRJEB36585,True,True
PRJEB42155_ERR5009663,PRJEB42155,PRJNA598280,False,False
PRJEB27868_ERR2712531,PRJEB27868,PRJEB27868,True,True
PRJNA516932_SRR8484511,PRJNA516932,PRJNA516932,True,True
PRJNA625750_SRR11559712,PRJNA625750,PRJNA601994,False,True
PRJNA390646_SRR5699402,PRJNA390646,PRJNA390646,True,True
PRJNA497734_SRR8119044,PRJNA497734,PRJNA497734,True,True
PRJNA385551_SRR5610154,PRJNA385551,PRJNA385551,True,True
PRJNA544527_SRR9218849,PRJNA544527,PRJNA544527,True,True
PRJNA606262_SRR11139952,PRJNA606262,PRJNA545312,False,True
PRJNA497734_SRR8118842,PRJNA497734,PRJNA497734,True,True
PRJNA548153_SRR9270393,PRJNA548153,PRJNA548153,True,True
PRJNA639644_SRR12060156,PRJNA639644,PRJNA545312,False,False
PRJEB29433_ERR3387383,PRJEB29433,PRJEB27068,False,True
PRJNA414072_SRR6169740,PRJNA414072,PRJNA414072,True,True
PRJNA548153_SRR9269014,PRJNA548153,PRJNA548153,True,True
PRJNA491813_SRR8045808,PRJNA491813,PRJNA693579,False,True
PRJNA729511_SRR14990978,PRJNA729511,PRJNA605031,False,True
PRJNA657821_SRR12467335,PRJNA657821,PRJNA657821,True,True
PRJNA726917_SRR14424988,PRJNA726917,PRJNA726917,True,True
PRJNA414072_SRR6169565,PRJNA414072,PRJNA414072,True,True
PRJEB31354_ERR3169213,PRJEB31354,PRJEB31354,True,True
PRJNA497734_SRR8120337,PRJNA497734,PRJNA497734,True,True
PRJEB29433_ERR3386431,PRJEB29433,PRJEB29433,True,True
PRJNA422134_SRR7554670,PRJNA422134,PRJNA422134,True,True
PRJNA548153_SRR9269123,PRJNA548153,PRJNA396815,False,True
PRJNA396815_SRR6867826,PRJNA396815,PRJNA396815,True,True
PRJNA510423_SRR14431868,PRJNA510423,PRJNA481243,False,False
PRJEB40751_ERR4672374,PRJEB40751,PRJEB40751,True,True
PRJNA437504_SRR6820093,PRJNA437504,PRJNA437504,True,True
PRJNA607574_SRR11116530,PRJNA607574,PRJNA607574,True,True
PRJEB5482_ERR501107,PRJEB5482,PRJEB27068,False,True
PRJNA544527_SRR9218789,PRJNA544527,PRJNA544527,True,True
PRJNA516932_SRR8484852,PRJNA516932,PRJNA516932,True,True
PRJEB29433_ERR3388927,PRJEB29433,PRJEB29433,True,True
PRJNA545312_SRR11419861,PRJNA545312,PRJNA545312,True,True
PRJNA607574_SRR11115967,PRJNA607574,PRJNA607574,True,True
PRJEB29433_ERR3388871,PRJEB29433,PRJEB29433,True,True
PRJNA485316_SRR7735976,PRJNA485316,PRJNA485316,True,True
PRJNA544721_SRR9160254,PRJNA544721,PRJNA544721,True,True
PRJEB26012_ERR2518945,PRJEB26012,PRJNA729511,False,False
PRJEB5482_ERR499189,PRJEB5482,PRJEB27068,False,True
PRJEB15481_ERR1763120,PRJEB15481,PRJEB15481,True,True
PRJNA727279_SRR14456729,PRJNA727279,PRJNA727279,True,True
PRJEB11419_ERR5342237,PRJEB11419,PRJEB11419,True,True
PRJNA605031_SRR11029876,PRJNA605031,PRJNA605031,True,True
PRJNA548153_SRR9271342,PRJNA548153,PRJNA548153,True,True
PRJNA556249_SRR10061200,PRJNA556249,PRJNA556249,True,True
PRJNA413199_SRR6147320,PRJNA413199,PRJNA413199,True,True
PRJNA598280_SRR10848364,PRJNA598280,PRJNA528344,False,True
PRJEB38948_ERR4347575,PRJEB38948,PRJEB38948,True,True
PRJEB8463_ERR756840,PRJEB8463,PRJEB8463,True,True
PRJEB37553_ERR4077427,PRJEB37553,PRJNA548153,False,True
PRJEB40751_ERR4672483,PRJEB40751,PRJNA497734,False,True
PRJNA708262_SRR13950971,PRJNA708262,PRJNA428736,False,False
PRJEB27068_ERR3020098,PRJEB27068,PRJEB27068,True,True
PRJDB11894_DRR304746,PRJDB11894,PRJNA686801,False,False
PRJNA544545_SRR9124387,PRJNA544545,PRJNA605031,False,True
PRJNA232731_SRR1461439,PRJNA232731,PRJNA232731,True,True
PRJEB38948_ERR4580526,PRJEB38948,PRJEB38948,True,True
PRJEB11419_ERR5337808,PRJEB11419,PRJEB11419,True,True
PRJNA414072_SRR6169812,PRJNA414072,PRJNA414072,True,True
PRJNA601994_SRR10911490,PRJNA601994,PRJNA601994,True,True
PRJEB11419_ERR5325565,PRJEB11419,PRJEB11419,True,True
PRJNA414072_SRR6169522,PRJNA414072,PRJNA414072,True,True
PRJNA727279_SRR14456791,PRJNA727279,PRJNA727279,True,True
PRJNA673102_SRR12932510,PRJNA673102,PRJNA673102,True,True
PRJEB11419_ERR5328701,PRJEB11419,PRJEB11419,True,True
PRJEB13896_ERR1424724,PRJEB13896,PRJNA548153,False,False
PRJNA605031_SRR11030464,PRJNA605031,PRJNA605031,True,True
PRJEB29433_ERR3387858,PRJEB29433,PRJEB29433,True,True
PRJNA385551_SRR5602220,PRJNA385551,PRJNA385551,True,True
PRJEB11419_ERR6149395,PRJEB11419,PRJEB11419,True,True
PRJNA385551_SRR5802251,PRJNA385551,PRJNA385551,True,True
PRJNA729511_SRR14990614,PRJNA729511,PRJNA729511,True,True
PRJNA729511_SRR14992251,PRJNA729511,PRJNA729511,True,True
PRJEB27068_ERR3020015,PRJEB27068,PRJEB27068,True,True
PRJEB11419_ERR5752340,PRJEB11419,PRJEB11419,True,True
PRJNA673102_SRR12932340,PRJNA673102,PRJNA673102,True,True
PRJNA517572_SRR8500534,PRJNA517572,PRJNA517572,True,True
PRJNA385551_SRR5610012,PRJNA385551,PRJNA385551,True,True
PRJNA644496_SRR12177715,PRJNA644496,PRJNA644496,True,True
PRJEB16344_ERR1700442,PRJEB16344,PRJEB16344,True,True
PRJEB8463_ERR756543,PRJEB8463,PRJEB8463,True,True
PRJEB20766_ERR1972320,PRJEB20766,PRJEB20766,True,True
PRJEB38948_ERR4347198,PRJEB38948,PRJEB38948,True,True
PRJNA414072_SRR6168422,PRJNA414072,PRJNA414072,True,True
PRJEB29433_ERR3388016,PRJEB29433,PRJEB29433,True,True
PRJNA709129_SRR13921617,PRJNA709129,PRJNA709129,True,True
PRJNA715766_SRR15209593,PRJNA715766,PRJNA715766,True,True
PRJNA414540_SRR6182437,PRJNA414540,PRJNA414540,True,True
PRJNA729511_SRR14990562,PRJNA729511,PRJNA729511,True,True
PRJNA576564_SRR10253659,PRJNA576564,PRJNA576564,True,True
PRJNA715766_SRR15209674,PRJNA715766,PRJNA715766,True,True
PRJNA657821_SRR12466931,PRJNA657821,PRJNA657821,True,True
PRJEB27068_ERR3018954,PRJEB27068,PRJEB27068,True,True
PRJNA607574_SRR11396596,PRJNA607574,PRJNA607574,True,True
PRJNA548153_SRR9269067,PRJNA548153,PRJNA396815,False,True
PRJNA510423_SRR14431005,PRJNA510423,PRJNA510423,True,True
PRJEB28159_ERR3401975,PRJEB28159,PRJEB28159,True,True
PRJNA685746_SRR14427563,PRJNA685746,PRJNA685746,True,True
PRJEB17608_ERR1713560,PRJEB17608,PRJEB17608,True,True
PRJNA685746_SRR14446133,PRJNA685746,PRJNA685746,True,True
PRJNA396815_SRR6867494,PRJNA396815,PRJNA396815,True,True
PRJNA727279_SRR14434669,PRJNA727279,PRJNA727279,True,True
PRJNA726917_SRR14425224,PRJNA726917,PRJNA726917,True,True
PRJNA495320_SRR7989468,PRJNA495320,PRJNA495320,True,True
PRJEB11419_ERR5326270,PRJEB11419,PRJEB11419,True,True
PRJNA673102_SRR12932306,PRJNA673102,PRJNA673102,True,True
PRJNA306884_SRR3053266,PRJNA306884,PRJNA428736,False,True
PRJNA685746_SRR14485169,PRJNA685746,PRJNA685746,True,True
PRJNA729511_SRR14993099,PRJNA729511,PRJNA729511,True,True
PRJNA396815_SRR6865914,PRJNA396815,PRJNA396815,True,True
PRJNA685746_SRR14446340,PRJNA685746,PRJNA685746,True,True
PRJNA307231_SRR3094689,PRJNA307231,PRJNA307231,True,True
PRJNA481243_SRR7545989,PRJNA481243,PRJNA708262,False,False
PRJNA232731_SRR1461112,PRJNA232731,PRJNA232731,True,True
PRJNA576314_SRR10297396,PRJNA576314,PRJNA657821,False,False
PRJEB39382_ERR4341072,PRJEB39382,PRJEB39382,True,True
PRJNA545312_SRR11417334,PRJNA545312,PRJNA545312,True,True
PRJNA517509_SRR8497889,PRJNA517509,PRJNA517509,True,True
PRJNA576314_SRR10288993,PRJNA576314,PRJNA576314,True,True
PRJEB11419_ERR5337787,PRJEB11419,PRJEB11419,True,True
PRJNA382861_SRR5446995,PRJNA382861,PRJNA382861,True,True
PRJNA318004_SRR3362252,PRJNA318004,PRJNA318004,True,True
PRJNA544527_SRR9219053,PRJNA544527,PRJNA544527,True,True
PRJNA545312_SRR11421749,PRJNA545312,PRJNA545312,True,True
PRJNA723466_SRR14292484,PRJNA723466,PRJNA723466,True,True
PRJNA475599_SRR9060911,PRJNA475599,PRJNA475599,True,True
PRJEB27068_ERR3018629,PRJEB27068,PRJEB29433,False,True
PRJNA414540_SRR6182492,PRJNA414540,PRJNA414540,True,True
PRJEB31775_ERR3320990,PRJEB31775,PRJEB31775,True,True
PRJEB27068_ERR3016890,PRJEB27068,PRJEB27068,True,True
PRJNA576564_SRR10253608,PRJNA576564,PRJNA576564,True,True
PRJDB10485_DRR243914,PRJDB10485,PRJDB10485,True,True
PRJNA445932_SRR6935888,PRJNA445932,PRJNA445932,True,True
PRJDB11894_DRR304574,PRJDB11894,PRJDB11894,True,True
PRJNA729511_SRR14992622,PRJNA729511,PRJNA729511,True,True
PRJNA414072_SRR6167370,PRJNA414072,PRJNA414072,True,True
PRJNA437504_SRR6820087,PRJNA437504,PRJNA437504,True,True
PRJNA495320_SRR7989395,PRJNA495320,PRJNA495320,True,True
PRJNA232731_SRR1460835,PRJNA232731,PRJNA232731,True,True
PRJNA414540_SRR6182440,PRJNA414540,PRJNA721421,False,True
PRJNA545312_SRR11414490,PRJNA545312,PRJNA396815,False,True
PRJDB10528_DRR247999,PRJDB10528,PRJDB10528,True,True
PRJEB39382_ERR4341286,PRJEB39382,PRJEB39382,True,True
PRJNA385551_SRR5601945,PRJNA385551,PRJNA729511,False,False
PRJNA548153_SRR9270528,PRJNA548153,PRJNA396815,False,True
PRJNA577051_SRR10261140,PRJNA577051,PRJNA577051,True,True
PRJEB6705_ERR561483,PRJEB6705,PRJEB6705,True,True
PRJEB6358_ERR520783,PRJEB6358,PRJEB6358,True,True
PRJNA607574_SRR11116986,PRJNA607574,PRJNA607574,True,True
PRJDB9239_DRR239766,PRJDB9239,PRJDB9469,False,True
PRJEB13896_ERR1421878,PRJEB13896,PRJNA231909,False,True
PRJNA607574_SRR11395085,PRJNA607574,PRJNA607574,True,True
PRJNA515272_SRR10886645,PRJNA515272,PRJNA605031,False,True
PRJNA449103_SRR6967696,PRJNA449103,PRJNA449103,True,True
PRJNA427597_SRR6424615,PRJNA427597,PRJNA396815,False,False
PRJEB11419_ERR5321227,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4348215,PRJEB38948,PRJEB38948,True,True
PRJNA390646_SRR5687982,PRJNA390646,PRJNA390646,True,True
PRJNA545312_SRR11421349,PRJNA545312,PRJNA545312,True,True
PRJEB6358_ERR579551,PRJEB6358,PRJEB27068,False,True
PRJEB27068_ERR3018057,PRJEB27068,PRJEB27068,True,True
PRJNA398187_SRR6153637,PRJNA398187,PRJNA398187,True,True
PRJEB38948_ERR4347004,PRJEB38948,PRJEB38948,True,True
PRJNA480547_SRR7507472,PRJNA480547,PRJNA480547,True,True
PRJNA764337_SRR15959667,PRJNA764337,PRJEB16344,False,True
PRJEB38948_ERR4580136,PRJEB38948,PRJEB38948,True,True
PRJNA729511_SRR14990195,PRJNA729511,PRJNA729511,True,True
PRJNA307992_SRR3102584,PRJNA307992,PRJNA605031,False,False
PRJNA729511_SRR14992821,PRJNA729511,PRJNA729511,True,True
PRJNA231909_SRR1910931,PRJNA231909,PRJNA648818,False,False
PRJNA645223_SRR12203716,PRJNA645223,PRJNA645223,True,True
PRJNA428736_SRR6444656,PRJNA428736,PRJNA428736,True,True
PRJEB13896_ERR1424730,PRJEB13896,PRJNA396815,False,False
PRJNA607574_SRR11116705,PRJNA607574,PRJNA607574,True,True
PRJNA385551_SRR5601901,PRJNA385551,PRJNA385551,True,True
PRJNA290926_SRR2143742,PRJNA290926,PRJEB6702,False,True
PRJNA729511_SRR14990252,PRJNA729511,PRJNA729511,True,True
PRJNA231909_SRR1910130,PRJNA231909,PRJNA657821,False,False
PRJEB11419_ERR5752387,PRJEB11419,PRJEB11419,True,True
PRJDB9469_DRR242674,PRJDB9469,PRJDB9469,True,True
PRJNA685746_SRR14436197,PRJNA685746,PRJNA559143,False,True
PRJEB26012_ERR2518696,PRJEB26012,PRJEB26012,True,True
PRJNA685746_SRR14427402,PRJNA685746,PRJNA685746,True,True
PRJNA437504_SRR6819988,PRJNA437504,PRJNA437504,True,True
PRJEB9150_ERR866530,PRJEB9150,PRJEB9150,True,True
PRJNA307231_SRR3094690,PRJNA307231,PRJEB33905,False,False
PRJNA564612_SRR10092695,PRJNA564612,PRJDB10528,False,True
PRJEB26012_ERR2518974,PRJEB26012,PRJEB26012,True,True
PRJNA449103_SRR6967504,PRJNA449103,PRJNA449103,True,True
PRJDB5316_DRR087741,PRJDB5316,PRJDB5316,True,True
PRJEB11419_ERR5327787,PRJEB11419,PRJNA593062,False,True
PRJDB9469_DRR243458,PRJDB9469,PRJDB9936,False,False
PRJNA657821_SRR12467247,PRJNA657821,PRJNA657821,True,True
PRJNA607574_SRR11396879,PRJNA607574,PRJNA607574,True,True
PRJEB9150_ERR866697,PRJEB9150,PRJNA648818,False,True
PRJNA414072_SRR6221330,PRJNA414072,PRJNA414072,True,True
PRJNA703470_SRR13757506,PRJNA703470,PRJNA703470,True,True
PRJEB43667_ERR5471022,PRJEB43667,PRJEB43667,True,True
PRJNA639644_SRR12060121,PRJNA639644,PRJNA548153,False,False
PRJNA430990_SRR6498089,PRJNA430990,PRJNA430990,True,True
PRJNA545312_SRR11416498,PRJNA545312,PRJNA545312,True,True
PRJNA685746_SRR14445920,PRJNA685746,PRJNA685746,True,True
PRJNA385551_SRR5602104,PRJNA385551,PRJNA385551,True,True
PRJNA657821_SRR12468364,PRJNA657821,PRJDB9469,False,True
PRJNA545312_SRR11421114,PRJNA545312,PRJNA545312,True,True
PRJNA497734_SRR8118510,PRJNA497734,PRJNA497734,True,True
PRJNA434243_SRR6729775,PRJNA434243,PRJNA631001,False,False
PRJNA517572_SRR8500588,PRJNA517572,PRJNA517572,True,True
PRJNA481413_SRR7534034,PRJNA481413,PRJNA481413,True,True
PRJNA574565_SRR10193858,PRJNA574565,PRJNA421286,False,True
PRJEB11419_ERR5321243,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4347851,PRJEB38948,PRJEB38948,True,True
PRJNA497734_SRR8118570,PRJNA497734,PRJNA497734,True,True
PRJNA716437_SRR14067488,PRJNA716437,PRJNA716437,True,True
PRJNA231909_SRR1910846,PRJNA231909,PRJNA231909,True,True
PRJNA231909_SRR1910940,PRJNA231909,PRJNA497734,False,True
PRJEB43667_ERR5471015,PRJEB43667,PRJEB43667,True,True
PRJNA385551_SRR5601959,PRJNA385551,PRJNA385551,True,True
PRJNA721421_SRR14214880,PRJNA721421,PRJNA721421,True,True
PRJNA481243_SRR7546858,PRJNA481243,PRJNA481243,True,True
PRJEB29433_ERR3386835,PRJEB29433,PRJEB29433,True,True
PRJNA727279_SRR14432090,PRJNA727279,PRJNA727279,True,True
PRJNA605031_SRR11030711,PRJNA605031,PRJNA605031,True,True
PRJNA548153_SRR9271032,PRJNA548153,PRJNA545312,False,False
PRJNA307231_SRR3094845,PRJNA307231,PRJNA307231,True,True
PRJEB33905_ERR3471523,PRJEB33905,PRJEB33905,True,True
PRJNA729511_SRR14990036,PRJNA729511,PRJNA729511,True,True
PRJNA727279_SRR14435351,PRJNA727279,PRJNA727279,True,True
PRJNA428736_SRR6444147,PRJNA428736,PRJNA428736,True,True
PRJNA729511_SRR14989712,PRJNA729511,PRJNA729511,True,True
PRJEB29433_ERR3386846,PRJEB29433,PRJEB29433,True,True
PRJEB11419_ERR6176940,PRJEB11419,PRJEB11419,True,True
PRJNA545312_SRR11416425,PRJNA545312,PRJNA545312,True,True
PRJDB10528_DRR247758,PRJDB10528,PRJDB10528,True,True
PRJNA414540_SRR6182286,PRJNA414540,PRJNA414540,True,True
PRJEB8463_ERR756927,PRJEB8463,PRJEB8463,True,True
PRJNA603980_SRR10994576,PRJNA603980,PRJNA603980,True,True
PRJNA685746_SRR14427802,PRJNA685746,PRJNA685746,True,True
PRJNA644655_SRR12169509,PRJNA644655,PRJNA644655,True,True
PRJNA232731_SRR1461187,PRJNA232731,PRJNA232731,True,True
PRJEB37877_ERR4033999,PRJEB37877,PRJEB37877,True,True
PRJNA434133_SRR10501904,PRJNA434133,PRJNA434133,True,True
PRJEB5482_ERR500480,PRJEB5482,PRJEB5482,True,True
PRJNA631001_SRR11733575,PRJNA631001,PRJNA631001,True,True
PRJEB8463_ERR757028,PRJEB8463,PRJEB8463,True,True
PRJNA497734_SRR8119650,PRJNA497734,PRJNA497734,True,True
PRJNA596889_SRR10758947,PRJNA596889,PRJNA596889,True,True
PRJNA510423_SRR14431384,PRJNA510423,PRJNA510423,True,True
PRJEB11419_ERR5325697,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4580584,PRJEB38948,PRJEB38948,True,True
PRJNA548153_SRR9270082,PRJNA548153,PRJNA396815,False,True
PRJNA685746_SRR14485240,PRJNA685746,PRJNA685746,True,True
PRJEB11419_ERR4371741,PRJEB11419,PRJEB11419,True,True
PRJNA434133_SRR10502008,PRJNA434133,PRJNA434133,True,True
PRJNA729511_SRR14993086,PRJNA729511,PRJNA729511,True,True
PRJNA589036_SRR10429942,PRJNA589036,PRJNA589036,True,True
PRJNA605031_SRR11030413,PRJNA605031,PRJNA605031,True,True
PRJNA232731_SRR1461669,PRJNA232731,PRJNA232731,True,True
PRJNA657821_SRR12468941,PRJNA657821,PRJNA497734,False,True
PRJEB11419_ERR5332881,PRJEB11419,PRJEB11419,True,True
PRJNA232731_SRR1461254,PRJNA232731,PRJNA232731,True,True
PRJNA673102_SRR12932067,PRJNA673102,PRJNA673102,True,True
PRJEB27068_ERR3019916,PRJEB27068,PRJEB27068,True,True
PRJNA414072_SRR6168433,PRJNA414072,PRJNA414072,True,True
PRJNA398089_SRR6704295,PRJNA398089,PRJNA398089,True,True
PRJNA307231_SRR3094819,PRJNA307231,PRJNA398187,False,True
PRJNA385551_SRR5580617,PRJNA385551,PRJNA385551,True,True
PRJNA727279_SRR14456188,PRJNA727279,PRJNA727279,True,True
PRJNA554232_SRR9682958,PRJNA554232,PRJNA554232,True,True
PRJEB11419_ERR5325739,PRJEB11419,PRJEB11419,True,True
PRJNA535518_SRR8986412,PRJNA535518,PRJNA535518,True,True
PRJNA554232_SRR9683046,PRJNA554232,PRJNA554232,True,True
PRJNA497734_SRR8120316,PRJNA497734,PRJNA497734,True,True
PRJNA647534_SRR12278385,PRJNA647534,PRJNA647534,True,True
PRJNA673102_SRR12950372,PRJNA673102,PRJNA673102,True,True
PRJNA596889_SRR10758961,PRJNA596889,PRJNA596889,True,True
PRJNA548153_SRR9271478,PRJNA548153,PRJNA396815,False,True
PRJNA562529_SRR10041852,PRJNA562529,PRJNA562529,True,True
PRJNA547591_SRR9292892,PRJNA547591,PRJNA547591,True,True
PRJNA623853_SRR11510554,PRJNA623853,PRJNA421286,False,False
PRJNA510423_SRR8349692,PRJNA510423,PRJNA510423,True,True
PRJNA685746_SRR14445807,PRJNA685746,PRJNA685746,True,True
PRJNA431746_SRR6724419,PRJNA431746,PRJNA729511,False,True
PRJNA307231_SRR3094879,PRJNA307231,PRJNA307231,True,True
PRJNA342173_SRR4242373,PRJNA342173,PRJNA342173,True,True
PRJNA486009_SRR13484247,PRJNA486009,PRJEB29433,False,False
PRJNA548153_SRR9269602,PRJNA548153,PRJNA548153,True,True
PRJNA398187_SRR6153567,PRJNA398187,PRJNA398187,True,True
PRJNA729511_SRR14991817,PRJNA729511,PRJNA729511,True,True
PRJNA520899_SRR8535639,PRJNA520899,PRJNA520899,True,True
PRJNA644655_SRR12169535,PRJNA644655,PRJNA644655,True,True
PRJNA548153_SRR9270321,PRJNA548153,PRJNA396815,False,True
PRJNA625750_SRR11559782,PRJNA625750,PRJNA545312,False,False
PRJNA562529_SRR10041826,PRJNA562529,PRJNA562529,True,True
PRJNA657821_SRR12467357,PRJNA657821,PRJNA657821,True,True
PRJNA685746_SRR14427732,PRJNA685746,PRJNA685746,True,True
